"station","year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"HOO",1995,15.98,4.09,11.2,6.82,2.21,0.75,0.87,0,0.49,0.24,1.85,18.06,62.56
"HOO",1996,19.91,6.84,5.45,0,3.02,0.1,0,0,1.21,2.15,8.25,22.71,69.64
"HOO",1997,16.6,7.05,6.89,4.18,2.79,0.43,0.5,0.8,1.89,2.63,8.08,5.35,57.19
"HOO",1998,13.03,16.2,8.08,2.01,2.8,0,0,0,0.02,3.6,17.24,5.6,68.58
"HOO",1999,10.43,17.9,7.8,2.2,0.8,0,NA,0.3,0,2.7,8.9,3.2,54.23
"HOO",2000,12.6,10.9,2.2,2.3,2,1,0,0,0.2,3.1,2.9,3.3,40.5
"HOO",2001,3.9,3.9,2.9,2.2,1.2,1.3,0,0.01,0.7,1.4,14.1,12.9,44.51
"HOO",2002,8,6.5,3.7,2.3,0.4,0,0,0,0,0,6.43,27.9,55.23
"HOO",2003,7.2,3.4,7,9.9,1.1,0,0,0.2,0.4,0.5,5,18.3,53
"HOO",2004,8.05,13.3,2.8,2.6,0.8,0,0,0,0.4,6.4,1.5,13,48.85
"HOO",2005,6.5,2.1,9.4,6.3,5.8,3.9,0,0,0,1.7,10.8,24.06,70.56
"HOO",2006,14.8,6.9,10.2,3.8,2.2,0.4,0,0.1,0.1,0.4,12.5,12.38,63.78
"HOO",2007,2.8,13.53,2.21,3.76,1.32,0.14,1.57,0,0.38,7.8,6,7.2,46.71
"HOO",2009,NA,9,NA,NA,3.6,NA,0,NA,NA,2.5,2.72,5.2,23.02
"HOO",2011,2.8,5.3,16.6,4.4,2.5,1.4,NA,0,0.1,5.59,4.74,1.73,45.16
"HOO",2012,11.27,3.45,13,3.3,0.8,1.3,0.8,NA,0,3.07,7.57,17.44,62
"HOO",2013,1.99,1.7,2.82,2.05,1.18,0.76,0,0.34,4.98,0,1.54,1.06,18.42
"HOO",2014,1.79,8.25,2.82,0.97,0.96,0.18,0,0,2.47,NA,NA,NA,17.44
"HRR",1990,5.95,3.62,1.93,0.48,6.15,0.06,0.81,0.14,1.73,1.39,0.36,1.02,23.64
"HRR",1991,1.15,3.57,14.76,1.99,0.71,0.43,0.02,0,0,1.02,2.58,2.71,28.94
"HRR",1992,2.47,7.85,5.4,3.89,0.24,1.54,0.33,0,0.12,4.03,1.48,7.97,35.32
"HRR",1993,10.41,5.84,7.58,2.49,6.78,0.91,0,0.24,0,1.85,1.04,5.13,42.27
"HRR",1994,4.27,4.5,0.7,1.66,2.71,0,0,0,0,0,0.31,3.6,17.75
"HRR",1995,24.67,1.6,15.38,3.24,4.91,0.98,0.34,0,0,0.25,0.74,10.96,63.07
"HRR",1996,10.9,7.03,4.15,2.5,3.63,0.12,0.16,0.05,0.19,2.12,4.24,16.55,51.64
"HRR",1997,9.83,1.13,2.56,1.82,0.14,0.32,0.5,0.63,0.66,2.16,7.54,4.64,31.93
"HRR",1998,12.53,16.08,7.71,3.06,3.41,1.58,0,0,0.08,1.29,9.44,1.31,56.49
"HRR",1999,4.07,11.06,5.61,1.26,0,0.3,0,0.16,0,2.06,5.3,1.1,30.92
"HRR",2000,7.53,10.79,2.61,3.3,3.25,0.1,0,0,0,3.75,1.06,1.75,34.14
"HRR",2001,3.85,4.3,2.56,0.83,0.04,0.78,0.33,0,0.47,0.78,6.2,11.78,31.92
"HRR",2002,7.74,3.8,2.43,1.09,1.43,0,0.04,0,0,0,4.77,15.4,36.7
"HRR",2003,7.36,2.73,3.36,6.65,5.63,0,0,0.42,0.05,0.15,10.49,8.64,45.48
"HRR",2004,5.87,9.81,2.02,1.72,0.38,0.17,0,0,0,3.3,3.44,7.95,34.66
"HRR",2005,5.53,3.25,7.15,2.28,3.6,1.25,0,0,0,0.7,5.12,NA,28.88
"HRR",2006,11.69,3.69,6.36,4.26,1.72,NA,0,0,NA,0.12,3.46,5.89,37.19
"HRR",2007,0.34,5.67,0.32,1.9,0.24,0,0.15,0,0,3.74,0.49,5.85,18.7
"HRR",2008,NA,6.83,0.56,0.65,1.17,0,0,0,0,1.19,3.29,2.14,15.83
"HSD",1997,8.84,1.72,0.37,0.18,0.02,0.16,0,0.28,2.56,0.46,3.83,3.78,22.2
"HSD",1998,5.71,15.53,6.83,4.74,4.37,0.13,0.01,0.92,0.1,0.22,2.98,1.93,43.47
"HSD",1999,1.7,1.35,0.86,4.36,0.14,0.73,0.27,0,0,0,0.12,0.5,10.03
"HSD",2000,1.36,8.67,2.95,2.5,0.03,0,0,0.31,0.43,0.84,0.48,0.01,17.58
"HSD",2001,4.28,6.28,2.12,3.02,0.05,0,0.03,0,0,0,1.57,2.15,19.5
"HSD",2002,0.66,0.21,2.24,0.74,0,0,NA,NA,NA,0.01,3.02,4.91,11.79
"HSD",2003,0.3,7.59,4.6,3.24,1.58,0,0.32,0.13,1.8,0,1.64,2.41,23.61
"HSD",2004,0.6,6.31,1.06,1.54,0.02,0,0,0.13,0,10.67,2.64,5.49,28.46
"HSD",2005,12.11,9.77,3.02,1.51,0.47,NA,0.41,NA,0.13,2.04,0.05,0.06,29.57
"HSD",2006,3.43,3.24,7.83,4.06,0.34,0,0.07,0.02,0,0.41,0.21,2.06,21.67
"HSD",2007,0.8,4.02,0.41,1.14,0,0,0,0.46,0.62,0.2,0.49,7.08,15.22
"HSD",2008,14,5.8,0.44,0.12,1.15,0,NA,0.1,0.04,0.06,1.34,7.97,31.02
"HSD",2009,0.61,8.25,0.24,0.56,0,0,0,0,1.4,0.2,1.17,7.25,19.68
"HSD",2010,11.59,6.89,1.39,3.41,0.08,0,0.43,0,0,2.4,2.91,15.24,44.34
"HSD",2011,1.93,7.7,4.01,0.54,1,0.04,0.16,0.01,0.29,1.33,3.71,0.92,21.64
"HSD",2012,0.98,2.81,5,4.16,0.06,0,0.7,0.07,NA,0.26,0.82,4.19,19.05
"HSD",2013,2.13,2.18,2.07,0.13,0.87,0,0.47,0,1.12,1.78,0.74,1.12,12.61
"HSD",2014,0.31,1.25,4.75,1.63,0.01,0,0.02,0.78,0.07,NA,NA,NA,8.82
"HSS",1990,6.7,7.3,3.4,0,3.9,0.5,0.2,0,0,0,2.4,1.6,26
"HSS",1991,1.7,1.8,22.3,2.1,0.9,0.5,0.1,0,0,0,3.4,1.9,34.7
"HSS",1992,3.1,7.3,3.3,0.4,0.1,0,0.9,0,0,6.9,0,9.4,31.4
"HSS",1993,15.5,6.7,8.3,1.4,0,2.9,0,0,0,0.9,4.3,4,44
"HSS",1994,2.5,8.8,2.2,4.9,2.5,0,0,0,1.3,2.3,7.6,3.7,35.8
"HSS",1995,18.3,6.4,16.6,6.7,6.2,1.8,0.1,0.7,0.2,0,0,5.2,62.2
"HSS",1996,13.1,17.7,6.2,4.3,0.4,0,0.1,0.2,0,2.3,15.11,20.02,79.43
"HSS",1997,24.8,2.2,0.6,0,0,0,0,1,1.7,1.9,6.5,6.5,45.2
"HSS",1998,12.3,21,10.5,7.2,5.4,3.3,1.4,0.1,1.3,2.1,3.7,6.6,74.9
"HSS",1999,7.2,4.9,1.7,4.7,1.3,1.1,0.1,0.4,0.3,0.4,2.8,0,24.9
"HSS",2000,8.3,16.9,5.6,2.4,1.2,1.8,0.2,0.7,0.6,7.5,0.9,0,46.1
"HSS",2001,6,7.61,1.8,7.3,0,0,1.2,0,0,1.4,8.6,12,45.91
"HSS",2002,5.8,0.7,7,1.7,2.7,0,0,0,0,0,18.7,9.5,46.1
"HSS",2003,0.9,5.3,6.4,7.8,4.5,0,0,0,0,0.3,3,11.2,39.4
"HSS",2004,5.9,6.7,3.4,0.9,0.3,0,0,0,0,5.33,1.96,6.2,30.69
"HSS",2005,17.4,4.02,11.76,4.34,4.82,0.01,0.11,0,0,0,0,13.61,56.07
"HSS",2006,9.02,3.82,13.56,10.03,0.9,0.12,0.31,0,0,0.7,0.7,5.92,45.08
"HSS",2007,2.11,10.23,3.42,3.42,0.2,0.1,0.1,0,0,0.8,0.51,9.32,30.21
"HSS",2008,12.33,14.31,1.12,0.12,1.07,0.12,0.01,0,0,0,2.56,8.72,40.36
"HSS",2009,5.23,8.91,5.01,2.93,1.91,1.04,0,0,0,0,0.44,10.22,35.69
"HSS",2010,8.21,11.5,5.63,9.22,2.32,0.22,0.01,0.1,0,2.4,8.64,24.21,72.46
"HSS",2011,2.65,6.04,NA,NA,NA,0.42,0,0,0,4.8,3.35,0.2,17.46
"HSS",2012,9.2,3.31,8.42,8.42,1.04,0.72,0.03,0.1,0.5,1.06,3.42,9.92,46.14
"HSS",2013,4.05,1.6,1.68,1.97,2.25,1.25,0.54,0.29,0.04,1.21,0.7,1.81,17.39
"HTC",2000,4.93,2.48,1.84,1.08,0.38,0.14,0.7,0,0.98,1.86,1.15,0.32,15.86
"HTC",2001,0.74,1.77,0.68,2.07,0,0.49,0.29,0,0.61,0.88,3,2.97,13.5
"HTC",2002,2.22,1.14,1.11,1.5,0.1,0.29,0.01,0,0.05,0.06,1.58,4.8,12.86
"HTC",2003,2.56,1.28,2.68,3.61,1.45,0.03,0.01,1.06,0.04,0,2.1,4.95,19.77
"HTC",2004,1.44,5.64,0.53,0.64,2.88,0.03,0,0,0.27,2.67,1.45,1.05,16.6
"HTC",2005,1.8,1.56,1.94,2.53,4.89,0.06,0,0,0.1,0.42,3.74,5.57,22.61
"HTC",2006,2.81,2.62,4.15,4.13,0.28,0.26,0.15,0,0,0.12,1.64,2.59,18.75
"HTC",2007,0.32,3.67,0.51,0.84,0.18,0.48,0.32,0,1.15,1.38,0.17,1.65,10.67
"HTC",2008,2.77,1.31,0.56,0.44,0.45,0.03,0,0,0.04,0.16,1.6,2.17,9.53
"HTC",2009,0.85,2.56,1.65,1.12,0.43,1.29,0,0,0,1.27,0.98,1.31,11.46
"HTC",2010,3.29,1.51,1.83,1.57,1.25,0.51,0.17,0.99,0.67,1.65,1.15,4.46,19.05
"HTC",2011,0.52,3.15,4.15,1.69,2.4,2.75,0,0,0.04,1.02,0.7,0.05,16.47
"HTC",2012,1.85,0.74,2.61,1.17,1.25,0.36,0,0,0,1.44,3.55,6.68,19.65
"HTC",2013,1.12,0.3,0.9,0.46,1.08,0.51,0,0.14,0.34,0.28,0.46,0.17,5.76
"HTC",2014,0.18,3.02,3.06,0.63,0.25,0.09,0.12,0,0.23,NA,NA,NA,7.58
"HTH",1990,4.79,3.24,2.16,2.73,2.7,0,0.74,0.25,0.73,0.17,2.02,1.31,20.84
"HTH",1991,0.48,1.23,15.97,0.71,2.04,0.79,0,0.01,0.23,4.07,1.76,1.97,29.26
"HTH",1992,1.7,6.5,3.02,0.31,0.27,1.9,3.56,0.07,0,3.68,0.14,7.84,28.99
"HTH",1993,11.69,7.41,4.73,1.97,0.63,2.35,0,0,0,2.29,1.75,2.38,35.2
"HTH",1994,1.67,4.9,1.94,2.76,2.2,0,0,0,0.78,2.27,8.59,3.82,28.93
"HTH",1995,14.84,0.92,16.89,7.42,4.98,1.19,0.05,0,0,0,0.2,7.57,54.06
"HTH",1996,9.24,9.73,4.58,3.7,4.03,0.83,0.53,0.16,0.05,2.16,9.47,15.34,59.82
"HTH",1997,16.76,0.72,0.37,0.8,0.9,1.01,0.22,0,0.18,1.09,3.91,3.53,29.49
"HTH",1998,12.29,14.66,6.24,4.2,7.14,2.53,0,0,2.53,0.43,4.13,3.96,58.11
"HTH",1999,8.22,8.01,2.56,2.39,0.11,1.03,0,0.15,0.11,0.74,3.22,0.26,26.8
"HTH",2000,10.09,12.03,2.44,3.77,3.51,1.65,0,0.06,1.11,3.69,1.31,1.48,41.14
"HTH",2001,5.62,5.03,2.97,5.41,0,0,1.44,0,0.41,1.17,7.22,9.14,38.41
"HTH",2002,2.78,2.14,3.57,2.06,2.55,0,0,0,0.26,0,6.17,9.14,28.67
"HTH",2003,0.94,2.25,2.87,10.27,3.13,0,0.47,0.96,0.08,0.01,3.12,9.66,33.76
"HTH",2004,2.54,8.86,1.84,0.46,0.86,0,0,0,0.13,8.52,2.42,5.55,31.18
"HTH",2005,10.77,6.04,8.62,3.23,5.69,0.79,0,0.66,0.04,1.1,2,13.97,52.91
"HTH",2006,9.19,4,10.25,9.51,0.92,0.23,0.24,0,0,1.03,2.86,3.84,42.07
"HTH",2007,1.46,7.04,1.87,2.57,1.25,0,0.21,0.13,0.83,0.95,0.64,4.39,21.34
"HTH",2008,9.97,7.1,0.7,0.16,1.79,0,0,0,0,1.91,3.94,4.76,30.33
"HTH",2009,6.09,6.2,4.86,2,5.24,0.85,0,0.45,0.04,3.45,0.59,5.68,35.45
"HTH",2010,6.96,5.9,4.61,6.25,3.16,0.01,0,0.1,0,8.53,7.85,14.64,58.01
"HTH",2011,2.4,5.54,13.14,1.81,3.21,3.56,0,0.08,1.99,2.34,1.82,0,35.89
"HTH",2012,5.49,1.26,5.44,4.99,0.04,0.79,0.01,0.15,0.03,0.82,7.76,12.2,38.98
"HTH",2013,1.04,0.6,3.91,1.59,0.92,0.39,0,0,0.77,1.18,1.11,1.08,12.59
"HTH",2014,1.89,6.08,4.74,3.55,0.26,0.2,1.54,0.01,0.51,NA,NA,NA,18.78
"HWE",1990,0.5,0.13,0,0.19,0,0.01,0.1,0.05,0.9,0.02,0.05,0,1.95
"HWE",1991,0.13,1.04,3.52,0,0,0,0.03,0,0.45,0.2,0.42,1.71,7.5
"HWE",1992,1.02,4.89,2.23,0.55,0.38,0,0.15,0.14,0,0.28,0.02,2.33,11.99
"HWE",1993,2.51,1.38,1.23,0,0,0.02,0,0,0,0.15,0.06,0.05,5.4
"HWE",1994,0.14,1.58,0.55,0.55,0.19,0,0,0,0.1,0.13,0.04,0.29,3.57
"HWE",1995,7.3,0.63,2.84,0.01,0.63,0,0.5,0,0,0,0,1.13,13.04
"HWE",1996,0.65,1.23,0.45,0.1,0.29,0.08,0.16,0,0,0.39,0.46,1.73,5.54
"HWE",1997,0.58,0.01,0,0,0.03,0.49,0.86,0,2.37,0,0.26,1.79,6.39
"HWE",1998,0.34,5.99,0.56,0.66,0.52,0.11,0.77,0.07,0.1,0.05,0.05,0.05,9.27
"HWE",1999,1.23,0.09,0.73,1.1,0.12,0,1.43,0,0.1,0,0,0,4.8
"HWE",2000,0.21,2.35,1.56,0.19,0,0,0,0.1,0,0.15,0,0,4.56
"HWE",2001,2.29,2.57,0.74,0.11,0.18,0,0.55,0,0,0,1.07,0.23,7.74
"HWE",2002,0,0,0,0,0.08,0,0,0,0,0,3.36,1.93,5.37
"HWE",2003,0.02,1.69,0.25,0.17,0.27,0,0.22,1.64,0.21,0,0.89,0.18,5.54
"HWE",2004,0.05,2.79,0.23,0.14,0,0,0,0.34,0,1.25,0.35,2.8,7.95
"HWE",2005,3.94,4.49,0.38,0.36,0.03,0,0,0.53,1.12,1.16,0,0.75,12.76
"HWE",2006,1.65,0.79,0.78,0.91,0.23,0.5,0.39,0,0,0.37,0,0.13,5.75
"HWE",2007,0.06,0.27,0,1.21,0,0,0,0.02,0.11,0.02,0,0.31,2
"HWE",2008,4.14,1,0,0,0.01,0,0.27,0.14,0.18,0,0.16,0.91,6.81
"HWE",2009,0.28,1.36,0.12,0,0,0.39,0.32,0,0,0.23,0,1.44,4.14
"HWE",2010,4,1.93,0,0.34,0.12,0,0.02,0.06,0,1.12,0.14,5.01,12.74
"HWE",2011,0.26,1.03,2.15,0,0.03,0,0.08,0.02,0.08,0.31,0.44,0.24,4.64
"HWE",2012,1.69,0.02,0.2,0.03,0,0,0.12,0,0,0,0.05,0.15,2.26
"HWE",2013,0.38,0,0.1,0.01,0.05,0,1.31,NA,0.02,0.04,0.18,0.23,2.32
"HWE",2014,0,0.22,1.38,0,0.09,0,0.11,0.5,0.03,NA,NA,NA,2.33
"IMP",1990,0.14,0.02,0.06,0.05,0,0,0,0.89,0.09,0.21,0,0,1.46
"IMP",1991,0.54,0.62,0.72,0,0,0,0.47,0,0.59,0.02,0.35,1.26,4.57
"IMP",1992,0.37,0.95,1.85,0.08,0.17,0,0,0.02,0,0.45,0,1.36,5.25
"IMP",1993,3.45,0.84,0.15,0,0.03,0,0,0.03,0,0.03,0.8,0.03,5.36
"IMP",1994,0.06,0.49,0.64,0,0.72,0,0,0.08,0.02,0,0.26,0.78,3.05
"IMP",1995,1.5,0.21,0.07,0.29,0,0,0.02,0.02,0,0,0,0.05,2.16
"IMP",1996,0,0.15,0.04,0,0,0,0.57,0.01,0,0,0.03,0.02,0.82
"IMP",1997,0.49,0.01,0,0.02,0.08,0.01,0,0,2.11,0,0.01,0.92,3.65
"IMP",1998,0.15,1.08,0.73,0,0,0,0,0.06,1.08,0,0.04,0.12,3.26
"IMP",1999,0,0.29,0,0.47,0,0,0.73,0.18,0.34,0,0,0,2.01
"IMP",2000,0,0.19,0.09,0,0,0,0,0.08,0.4,0.52,0.03,0,1.31
"IMP",2001,0.3,0.75,0.61,0,0,0,0,0,0,0,0.01,0,1.67
"IMP",2002,0,0,0,0.01,0,0,0,0,0.03,0,0.27,0.01,0.32
"IMP",2003,0.01,0.99,0.48,0,0,0,0,0,0,0.02,0.07,0.02,1.59
"IMP",2004,0.09,1.27,0.26,0.43,0,0,0,0,0,0.93,0.84,0.65,4.47
"IMP",2005,0.93,1.08,0.16,0,0,0,0.08,0.41,0.02,1.08,0,0,3.76
"IMP",2006,0,0,0,0,0.03,0,0,0,0,0.04,0,0,0.07
"IMP",2007,0.01,0,0.01,0.03,0,0,0,0,0.44,0,1.03,0.04,1.56
"IMP",2008,0,0,0,0,0,0,0.01,NA,0,0,0.04,0.98,1.03
"IMP",2009,0,0.37,0,0,0,0,0,0,0,0,0,0.34,0.71
"IMP",2010,2.09,0.55,0.66,0.1,0,0,0.02,0.16,0.06,1.37,0,0.47,5.48
"IMP",2011,0,0.64,0,0,0,0,0,0,0.09,0.01,0.13,0.3,1.17
"IMP",2012,0,0.17,0,0.06,0,0,1.01,NA,0.02,0,0,0.43,1.69
"IMP",2013,0.57,0.01,0.03,0,0,0,0.05,0.57,0.53,0.01,0.95,0,2.72
"IMP",2014,0,0,0.01,0,0,0,0,1.53,0.07,NA,NA,NA,1.61
"IPN",1990,0.29,0,0,0.15,0.02,0,0,0.05,0.34,0,0,0,0.85
"IPN",1991,0,0.61,4.57,0,0,0,0,0.04,0.08,0.39,0.06,0.42,6.17
"IPN",1992,0.14,1.45,0.89,0.27,0.08,0.02,0.06,0,0,1.08,0,0.53,4.52
"IPN",1993,2.75,2.63,0.41,0,0,0,0,0,0,0.41,0.12,0.04,6.36
"IPN",1994,0,0.54,0.54,0.1,0.35,0,0,0,0.33,0.01,0.06,0.33,2.26
"IPN",1995,4.15,0.61,3.08,0.1,0.35,0.12,0.01,0,0.1,0,0,1.51,10.03
"IPN",1996,0.85,3.83,0.39,0.39,0.06,0,0.4,0,0,0.42,2.47,1.57,10.38
"IPN",1997,2.72,0,0,0,0,1.35,0.48,0,0.78,0.01,0.29,0.81,6.44
"IPN",1998,0.79,4.97,0.32,0.63,0.18,1.25,0,0,0.65,0.02,0.01,0,8.82
"IPN",1999,1.13,0.12,0.2,0.06,0.12,0,0.12,0.13,0.02,0,0.03,0,1.93
"IPN",2000,0.62,0.38,0.28,0.01,0,0.01,0,0.24,0,0.09,0,0,1.63
"IPN",2001,0.66,0.76,0.67,0.06,0.37,0,0.41,0,0,0,0.89,0.4,4.22
"IPN",2002,0.01,0,0.08,0.2,0,0,0.02,0,0.01,0,5.03,1.16,6.51
"IPN",2003,0.02,1.81,0.32,0.05,0.47,0.01,0.36,0.21,0.17,0,0.32,0.44,4.18
"IPN",2004,0.35,1.4,0.21,0.13,0.01,0.01,0.05,0.11,0,0.51,1.25,1.94,5.97
"IPN",2005,2.96,1.8,0.33,0.07,0,0,0.03,0.21,0.64,0.3,0.02,2.01,8.37
"IPN",2006,3.69,0.3,0.13,0.35,0,0.21,0.12,0,0,0.01,0,0.01,4.82
"IPN",2007,0.42,0.71,0.05,0.1,0,0,0,0.24,0.12,0.01,0.04,1.3,2.99
"IPN",2008,3.65,0.17,0,0,0.01,0,0.1,0,0.09,0,0.33,0.69,5.04
"IPN",2009,0.06,0.83,0.07,0.01,0,0.32,0.02,0.05,0.02,1.38,0,1.55,4.31
"IPN",2010,1.22,0.86,0,0.32,0,0,0,0,0,0.2,0.2,7.21,10.01
"IPN",2011,0.03,0.27,0.19,0.07,0.09,0,0.06,0,0.15,1.06,0.42,0,2.34
"IPN",2012,2.7,0,0.04,0.02,0,0,0,0.15,0.04,0.47,0,0.56,3.98
"IPN",2013,0,0,0,0,0.14,0,1.63,NA,0.13,0.95,0.04,0.04,2.93
"IPN",2014,0.18,0.43,0.82,0.11,0.06,0,0.46,1,0.07,NA,NA,NA,3.13
"ISB",1990,1.33,1,0.67,0.43,0.26,0.02,0,0,0.35,0.01,0.6,0.74,5.41
"ISB",1991,0.99,1.17,6.43,0,0.09,0,0,0.01,0.19,0.54,1.3,1.44,12.16
"ISB",1992,1.02,3.1,1.68,0,0.12,0,0,0,0,0.94,0,2.8,9.66
"ISB",1993,4.09,4.15,0.79,0,0,0.56,0,0,0,0.12,1.52,1.05,12.28
"ISB",1994,0.66,3.1,0.76,0.85,0.16,0,0,0,0.04,0.01,0.96,0.71,7.25
"ISB",1995,9.16,1.35,3.83,0.06,0.55,0.4,0,0.51,0,0,0,1.79,17.65
"ISB",1996,4.36,5.02,1.47,0.53,0,0,0,0,0,0.68,2.38,4.29,18.73
"ISB",1997,3.9,0.13,0,0,0,0,0.08,0,1.02,0.4,1.68,1.69,8.9
"ISB",1998,2.72,10.6,2.87,0.52,1.6,0,0,0,0.09,0.12,0.75,0.6,19.87
"ISB",1999,3.75,0.51,0.54,1.45,0.98,0,0.04,0,0.39,0,0.18,0,7.84
"ISB",2000,1.55,3.89,0.79,0.56,0.1,0,0,0.07,0,0.51,0.14,0.23,7.84
"ISB",2001,2.28,3.16,0.15,1.86,0,0,0.42,0,0,0.57,3.11,2.37,13.92
"ISB",2002,0.39,0.32,1.09,0.03,0.28,0,0.11,0,0,0,5.76,2.65,10.63
"ISB",2003,0.01,1.7,1.24,0.75,0.56,0,0.29,0.78,0.56,0.18,0.71,2.04,8.82
"ISB",2004,1.09,3.15,0.46,0.05,0,0,0,0,0,1.98,0.39,2.86,9.98
"ISB",2005,6.03,0.99,2.01,0.72,0.68,0,0,1.03,0.51,1.11,0.06,3.63,16.77
"ISB",2006,3.1,1.38,2.21,0.93,0.02,0,1.68,0,0,0.19,0.06,2.68,12.25
"ISB",2007,0.57,1.4,0.68,0.2,0,0,0,0,0.42,0.06,0.1,1.56,4.99
"ISB",2008,4,5.96,0.02,0,0.02,0,0.11,0,0.08,0.08,2.26,2.92,15.45
"ISB",2009,0.44,2.25,1.25,0.11,0.91,0.07,0,0,0,0.31,0.12,4.32,9.78
"ISB",2010,3.35,2.96,0.66,1.09,0.11,0,0,0,0,0.88,1.66,11.82,22.53
"ISB",2011,0.76,1.16,1.91,0.09,0.86,0,0.52,0,0.34,1,1.76,0,8.4
"ISB",2012,1.76,0.34,1.62,1.51,0.09,0.07,0.01,0.03,0,0.11,0.21,1.85,7.6
"ISB",2013,0.59,3.04,0.55,0.42,0.25,0,0.12,0.57,0,0.24,0.83,1.04,7.65
"ISB",2014,0.37,2.68,0.96,1.19,0.14,0.04,0,0.1,0,NA,NA,NA,5.48
"JNL",1990,6.41,4.3,1,0.29,0.83,0,0,0,0.18,0,0.5,0.05,13.56
"JNL",1991,1.66,4.06,25.61,0,0,0.5,0.03,0,0,0.52,0.11,7.97,40.46
"JNL",1992,3.33,20.07,9.4,0.35,0.28,0,0.92,0,0,2.1,0,11.03,47.48
"JNL",1993,22.53,19.09,9.51,0,0.48,0.65,0,0,0,0.11,1.73,2.65,56.75
"JNL",1994,1.7,10.26,3.19,0.58,0.7,0,0,0,0.49,2.65,1.57,2.08,23.22
"JNL",1995,41.48,4.02,20.06,0.6,2.79,0.27,0,0,0,0,0.65,2.51,72.38
"JNL",1996,2.99,11.06,2.55,1.09,0.34,0,0,0,0,5.35,2.36,8.66,34.4
"JNL",1997,7.39,0.09,0,0,0,0,0.1,0,0,0,3.82,10.41,21.81
"JNL",1998,7.17,37.5,6.02,4.31,7.1,0.37,0,0,0.38,0.08,0.93,0.71,64.57
"JNL",1999,4.05,2.75,3.9,3.08,0.04,0.22,0,0,0.02,0,1.57,0,15.63
"JNL",2000,2.61,15.18,3.75,5.05,0.01,0,0,0,0.01,3.31,0,0.2,30.12
"JNL",2001,7.39,9.16,10.36,2.69,0,0,0,0,0,0.55,4.52,3.22,37.89
"JNL",2002,1.39,0.48,0.75,0.15,0.1,0,0,0,0.14,0,5.17,4.94,13.12
"JNL",2003,0.06,4.75,5.05,4.68,2.92,0,0.05,0,0,0,2.43,2.7,22.64
"JNL",2004,1.11,9.49,0.52,0,0,0,0,0,0,2.89,0.28,16.94,31.23
"JNL",2005,25.89,15.23,3.45,0,1.19,0,0,0,0,1.32,1.55,1.03,49.66
"JNL",2006,10.14,5.49,5.64,10.82,1.55,0,0,0,0,0.26,0.39,1.51,35.8
"JNL",2007,3.33,3.15,0.08,0.68,0,0,0,0,0.48,0.29,0.1,4.9,13.01
"JNL",2008,24.04,2.55,0,0.14,0.27,0,0,0.12,0,0.06,2.62,3.02,32.82
"JNL",2009,1.05,7.85,0.75,0.25,0.05,0.1,0,0,0,6.96,0,4.31,21.32
"JNL",2010,9.79,6.16,0.48,3.96,0.13,0,0,0,0,1.95,2.45,14.04,38.96
"JNL",2011,1.73,5.09,10.64,0.08,1.18,0.52,NA,0,0,1.04,2.47,0.36,23.11
"JNL",2012,1.08,0.34,6.23,3.86,0,0,0,0,0,0.5,3.54,5,20.55
"JNL",2013,1.44,0.25,1.01,0.05,0.43,NA,NA,NA,NA,0.41,0.93,0.33,4.85
"JSV",1990,2.06,2.73,1.93,1.25,2.6,0.5,0,0.18,0,0.64,1.59,2.06,15.54
"JSV",1991,1.38,1.54,3.42,3.01,5.38,1.01,0.42,0.4,0.3,1.97,1.34,1.14,21.31
"JSV",1992,0.4,1.04,3.81,1.06,0.93,2.47,0.14,0.25,0,1.86,2.28,2.96,17.2
"JSV",1993,2.14,2.02,2.11,2.12,2.15,3.84,0.32,0.02,0.22,1.75,1.25,1.58,19.52
"JSV",1994,0.5,0,0.7,1.61,3.86,0.72,0.12,0,0.38,0.5,2,2,12.39
"JSV",1995,2.5,1.8,3.05,4.01,3.33,3.14,0.47,0,0,0.19,0.1,6.74,25.33
"JSV",1996,4.69,2.09,2.16,1.82,2.48,1.41,0,1.34,NA,2.24,2.08,3.09,23.4
"JSV",1997,2.47,1,1.1,2.14,1.18,1.94,1.14,0.21,0.45,0.6,1.53,1.35,15.11
"JSV",1998,3.97,1.32,2.66,2.15,6.8,3.4,1.78,0.25,2.05,0.95,3.61,1.06,30
"JSV",1999,2.1,2.42,1.78,1.29,1.15,1.49,0,1.54,0.05,NA,NA,NA,11.82
"JSV",2001,0.97,0.67,1.33,2.36,0.13,0.45,1.36,0,0.78,0.33,2.31,2.78,13.47
"JSV",2002,1.34,2.09,1.61,2.56,0.65,0.34,0.55,0,0.03,0.25,1.45,1.18,12.05
"JSV",2003,1.01,1.07,2.87,4.08,2.86,0.61,0.16,1.92,0.65,0.09,3.21,3.9,22.43
"JSV",2004,1.74,2.07,0.74,0.85,3.54,0.81,0.11,0.94,0.53,2.55,2.67,0.88,17.43
"JSV",2005,0.75,1,2.21,3.68,7.38,0.54,0.64,0,0.29,1.06,3.11,3.34,24
"JSV",2006,2.74,1.43,2.31,2.76,1.52,0.83,0,0.02,0.08,1.42,2.99,1.25,17.35
"JSV",2007,0.51,1.71,1.13,3.55,0.55,1.12,0,0.11,1.66,2.34,1.19,2.36,16.23
